Club,Jersey Number,ClubID,Position
SC Fortuna Köln,21,15701,GK
Argentinos Juniors,13,15702,LB
SCR Altach,19,15703,LB
Tranmere Rovers,3,15704,LB
Godoy Cruz,24,15705,GK
VfL Osnabrück,30,15706,LM
Hamilton Academical FC,13,15707,CB
Montreal Impact,25,15708,CM
Sandefjord Fotball,7,15709,RDM
Sangju Sangmu FC,24,15710,RB
FC Tokyo,23,15711,ST
KV Kortrijk,17,15712,CAM
Birmingham City,49,15713,ST
FC Wacker Innsbruck,23,15714,CM
St. Mirren,24,15715,CB
Le Havre AC,6,15716,CDM
Scunthorpe United,27,15717,GK
Borussia Dortmund,50,15718,CAM
Macclesfield Town,2,15719,RB
Itagüí Leones FC,12,15720,GK
TSV Hartberg,28,15721,RM
Bristol Rovers,17,15722,ST
FC Dallas,32,15723,CB
Sporting de Charleroi,15,15724,GK
Cerezo Osaka,37,15725,CB
Dalkurd FF,10,15726,RS
Al Wehda,21,15727,CB
Cosenza,35,15728,ST
AC Horsens,9,15729,LS
Tranmere Rovers,14,15730,RB
Shanghai Greenland Shenhua FC,8,15731,RM
Racing Club de Lens,19,15732,LB
Adelaide United,14,15733,ST
Trelleborgs FF,30,15734,GK
Shonan Bellmare,17,15735,CF
Port Vale,23,15736,LB
New York Red Bulls,17,15737,RM
Sangju Sangmu FC,1,15738,GK
Swansea City,46,15739,ST
SV Mattersburg,25,15740,RW
BB Erzurumspor,61,15741,CM
Cheltenham Town,2,15742,RB
Watford,39,15743,ST
Al Ittihad,21,15744,LB
Milton Keynes Dons,23,15745,LM
AJ Auxerre,19,15746,ST
Morecambe,8,15747,CM
UD Almería,30,15748,GK
Accrington Stanley,16,15749,LB
Al Shabab,3,15750,LB
Unión Española,2,15751,RB
Dalian YiFang FC,25,15752,RB
Incheon United FC,29,15753,LW
BB Erzurumspor,3,15754,CB
1. FC Nürnberg,41,15755,CB
Valenciennes FC,19,15756,CB
Zag??bie Sosnowiec,28,15757,LM
Jiangsu Suning FC,6,15758,CB
Colchester United,39,15759,ST
IFK Göteborg,17,15760,LM
Al Ittihad,3,15761,RB
,23,15762,GK
Lillestrøm SK,15,15763,LM
Western Sydney Wanderers,8,15764,LCM
LOSC Lille,29,15765,RB
Melbourne Victory,1,15766,GK
Universidad de Chile,34,15767,ST
V-Varen Nagasaki,30,15768,GK
Cracovia,21,15769,CM
FC Thun,34,15770,CB
Aston Villa,38,15771,CAM
Once Caldas,21,15772,CM
Nagoya Grampus,23,15773,LW
GFC Ajaccio,3,15774,LB
West Ham United,34,15775,GK
Örebro SK,18,15776,ST
Vissel Kobe,27,15777,CM
Hebei China Fortune FC,15,15778,LM
FK Haugesund,12,15779,GK
Gangwon FC,66,15780,RDM
Carpi,15,15781,ST
ADO Den Haag,21,15782,CAM
Grimsby Town,9,15783,ST
Dalian YiFang FC,29,15784,LM
FC Wacker Innsbruck,14,15785,RWB
Atlético Madrid,40,15786,RW
Morecambe,9,15787,ST
Zag??bie Lubin,96,15788,GK
Jiangsu Suning FC,21,15789,LB
Zag??bie Sosnowiec,66,15790,LDM
Puebla FC,19,15791,ST
Shandong Luneng TaiShan FC,23,15792,RB
IF Brommapojkarna,25,15793,ST
Unión de Santa Fe,16,15794,CM
Hull City,27,15795,CB
VfL Wolfsburg,46,15796,LB
Curicó Unido,24,15797,ST
FC Energie Cottbus,27,15798,CF
Monterrey,38,15799,CB
NAC Breda,24,15800,RCB
Hamilton Academical FC,10,15801,CAM
Neuchâtel Xamax,4,15802,RDM
Chamois Niortais Football Club,33,15803,ST
Estudiantes de La Plata,30,15804,LM
Blackburn Rovers,39,15805,ST
Bristol Rovers,27,15806,CB
Blackpool,15,15807,CAM
Macclesfield Town,10,15808,ST
Shanghai Greenland Shenhua FC,36,15809,RM
Hammarby IF,17,15810,CM
SC Paderborn 07,30,15811,CB
Livingston FC,25,15812,RB
FC Girondins de Bordeaux,32,15813,ST
IK Start,8,15814,LW
Unión La Calera,30,15815,LB
Crewe Alexandra,13,15816,GK
IFK Norrköping,2,15817,CB
Kashima Antlers,23,15818,LB
Wellington Phoenix,13,15819,LWB
Eintracht Braunschweig,29,15820,CDM
Bohemian FC,5,15821,RCB
SV Werder Bremen,34,15822,CM
VVV-Venlo,30,15823,CB
FSV Zwickau,23,15824,CF
,17,15825,ST
Hertha BSC,26,15826,CM
Patronato,40,15827,RM
Strømsgodset IF,40,15828,GK
Stade Brestois 29,27,15829,CM
IFK Göteborg,16,15830,ST
Stade Brestois 29,4,15831,CB
Limerick FC,9,15832,ST
Yeni Malatyaspor,4,15833,CB
Deportes Iquique,9,15834,ST
Club Deportes Temuco,10,15835,CAM
Motherwell,21,15836,CB
Crotone,3,15837,LCB
1. FSV Mainz 05,31,15838,CB
Luton Town,28,15839,CB
Colchester United,23,15840,RM
FC Thun,35,15841,ST
1. FC Heidenheim 1846,34,15842,CB
1. FSV Mainz 05,35,15843,CM
Bristol Rovers,15,15844,RB
Chongqing Dangdai Lifan FC SWM Team,6,15845,RB
Chelsea,53,15846,CB
Tiburones Rojos de Veracruz,26,15847,CAM
Cardiff City,27,15848,ST
TSG 1899 Hoffenheim,41,15849,RWB
RB Leipzig,38,15850,ST
PAOK,53,15851,CDM
Randers FC,22,15852,GK
GIF Sundsvall,1,15853,GK
Colchester United,17,15854,CB
,8,15855,CM
Derry City,1,15856,GK
Bohemian FC,28,15857,ST
Al Hazem,12,15858,LB
San Luis de Quillota,6,15859,RDM
Neuchâtel Xamax,27,15860,CB
Tranmere Rovers,2,15861,LB
Carlisle United,12,15862,LB
Amiens SC,30,15863,GK
,16,15864,GK
Viktoria Plze?,29,15865,GK
Eintracht Braunschweig,2,15866,RB
Dundalk,45,15867,ST
Júbilo Iwata,33,15868,CB
Bolton Wanderers,43,15869,RM
Itagüí Leones FC,6,15870,CM
Fortuna Düsseldorf,36,15871,ST
Al Raed,91,15872,GK
Philadelphia Union,32,15873,LB
FC Augsburg,40,15874,CDM
Ettifaq FC,20,15875,CDM
SD Huesca,32,15876,LW
Tianjin Quanjian FC,6,15877,CM
Western Sydney Wanderers,1,15878,GK
Al Shabab,40,15879,GK
Bury,17,15880,ST
Changchun Yatai FC,32,15881,CDM
Cambridge United,15,15882,CM
Hebei China Fortune FC,16,15883,RB
,10,15884,ST
GIF Sundsvall,26,15885,CM
Itagüí Leones FC,17,15886,CDM
KFC Uerdingen 05,3,15887,CDM
Rochdale,28,15888,CM
IF Brommapojkarna,18,15889,ST
Atlético Huila,16,15890,RCB
Sporting Kansas City,18,15891,GK
Bolton Wanderers,27,15892,GK
Brighton & Hove Albion,43,15893,CAM
Dalian YiFang FC,21,15894,CM
FC Nordsjælland,38,15895,LWB
SV Wehen Wiesbaden,19,15896,GK
New York City FC,16,15897,CDM
Boyacá Chicó FC,21,15898,CM
FC Groningen,31,15899,GK
NAC Breda,26,15900,GK
Ettifaq FC,29,15901,LM
Suwon Samsung Bluewings,29,15902,GK
Ettifaq FC,6,15903,CM
DSC Arminia Bielefeld,38,15904,CDM
VfL Sportfreunde Lotte,30,15905,GK
Medipol Ba?ak?ehir FK,31,15906,ST
SCR Altach,15,15907,LM
Neuchâtel Xamax,28,15908,CAM
New England Revolution,21,15909,CM
Crystal Palace,36,15910,CM
Forest Green Rovers,14,15911,ST
Göztepe SK,60,15912,CM
Arka Gdynia,97,15913,GK
FC Sion,25,15914,ST
Atlético Tucumán,28,15915,LM
Wolverhampton Wanderers,26,15916,CM
Piast Gliwice,14,15917,ST
Newcastle Jets,21,15918,GK
West Ham United,50,15919,LM
Górnik Zabrze,20,15920,ST
Audax Italiano,33,15921,LB
Port Vale,21,15922,CB
Bournemouth,55,15923,CB
IK Start,17,15924,RW
Club Tijuana,81,15925,GK
VfR Aalen,30,15926,RB
Ascoli,12,15927,GK
FSV Zwickau,24,15928,CDM
VfR Aalen,4,15929,CB
Henan Jianye FC,4,15930,CB
V-Varen Nagasaki,38,15931,LCM
San Luis de Quillota,4,15932,LM
San Martin de Tucumán,1,15933,GK
Al Wehda,27,15934,RB
Club Necaxa,3,15935,CB
FC Thun,24,15936,LM
FC Tokyo,30,15937,GK
Exeter City,23,15938,LCB
VfL Bochum 1848,31,15939,CB
Heracles Almelo,26,15940,GK
Argentinos Juniors,31,15941,CDM
Esbjerg fB,21,15942,CM
FC St. Gallen,93,15943,RB
SønderjyskE,32,15944,ST
Galatasaray SK,41,15945,LM
Stabæk Fotball,1,15946,GK
Vendsyssel FF,19,15947,LW
Forest Green Rovers,21,15948,CM
Sydney FC,18,15949,RB
Bray Wanderers,11,15950,LM
1. FC Kaiserslautern,22,15951,GK
Peterborough United,22,15952,RWB
Atlético Tucumán,13,15953,GK
Montreal Impact,41,15954,GK
Carpi,33,15955,CM
Shamrock Rovers,2,15956,RB
FSV Zwickau,26,15957,GK
LASK Linz,55,15958,CDM
Yokohama F. Marinos,29,15959,ST
Livorno,37,15960,ST
Olympique de Marseille,1,15961,GK
FC København,18,15962,RB
Cambridge United,10,15963,ST
TSV Hartberg,11,15964,ST
Blackburn Rovers,27,15965,CM
Cádiz CF,32,15966,RB
Girona FC,34,15967,LM
Al Batin,17,15968,RS
U.N.A.M.,18,15969,RM
St. Patrick's Athletic,31,15970,CB
Gyeongnam FC,20,15971,ST
Hokkaido Consadole Sapporo,17,15972,CDM
AFC Wimbledon,24,15973,GK
Aalborg BK,30,15974,ST
Vejle Boldklub,12,15975,ST
Patriotas Boyacá FC,21,15976,RM
Fortuna Düsseldorf,27,15977,CM
Willem II,12,15978,GK
SG Dynamo Dresden,34,15979,CAM
Atlético Huila,37,15980,CM
Peterborough United,33,15981,CB
Bursaspor,41,15982,CM
Universidad Católica,15,15983,LB
Incheon United FC,39,15984,LCM
De Graafschap,42,15985,CB
Tranmere Rovers,8,15986,CM
SD Huesca,26,15987,CB
Club Atlético Talleres,24,15988,ST
La Berrichonne de Châteauroux,15,15989,ST
SV Zulte-Waregem,44,15990,GK
Waterford FC,35,15991,CM
Plymouth Argyle,31,15992,GK
San Martin de Tucumán,28,15993,CB
Yeni Malatyaspor,43,15994,ST
San Martin de Tucumán,25,15995,RB
St. Patrick's Athletic,12,15996,RM
Charlton Athletic,38,15997,CB
AS Saint-Étienne,35,15998,RB
St. Patrick's Athletic,29,15999,RDM
Fulham,33,16000,CM
Yeovil Town,2,16001,CB
Bury,14,16002,RWB
Charlton Athletic,32,16003,CM
CD Everton de Viña del Mar,25,16004,GK
Club Atlético Aldosivi,31,16005,GK
Club León,1,16006,GK
Dalkurd FF,22,16007,ST
SpVgg Greuther Fürth,38,16008,CB
Wis?a P?ock,5,16009,CB
US Orléans Loiret Football,29,16010,CDM
SC Freiburg,31,16011,CB
Chamois Niortais Football Club,25,16012,LB
Cheltenham Town,17,16013,LB
Gillingham,22,16014,CM
Amiens SC,35,16015,RB
Shanghai SIPG FC,14,16016,ST
FC Carl Zeiss Jena,10,16017,LM
Port Vale,14,16018,ST
Eintracht Braunschweig,21,16019,GK
St. Patrick's Athletic,23,16020,CB
Ranheim Fotball,22,16021,RW
Korona Kielce,17,16022,ST
FC Emmen,30,16023,CM
Barnsley,14,16024,CM
Korona Kielce,24,16025,ST
Kashiwa Reysol,1,16026,GK
Hamilton Academical FC,17,16027,CB
FC Basel 1893,18,16028,ST
Sligo Rovers,2,16029,RB
Club Atlético Colón,17,16030,GK
BB Erzurumspor,24,16031,LB
Malmö FF,22,16032,CAM
U.N.A.M.,42,16033,CB
VfL Sportfreunde Lotte,19,16034,ST
Örebro SK,5,16035,CB
Burton Albion,16,16036,RM
Zag??bie Sosnowiec,10,16037,CAM
Godoy Cruz,16,16038,CM
Shamrock Rovers,29,16039,CDM
FC Groningen,67,16040,RB
Kashiwa Reysol,16,16041,GK
Hebei China Fortune FC,24,16042,GK
Wolfsberger AC,32,16043,GK
Newcastle Jets,19,16044,LM
Rosario Central,29,16045,RB
Beijing Sinobo Guoan FC,36,16046,CM
SpVgg Greuther Fürth,25,16047,GK
Grimsby Town,19,16048,LB
Bury,16,16049,RWB
New England Revolution,12,16050,CB
AS Béziers,23,16051,ST
Club Atlético Tigre,30,16052,RM
Júbilo Iwata,18,16053,ST
IK Sirius,1,16054,GK
Sangju Sangmu FC,36,16055,CM
SKN St. Pölten,14,16056,LW
Randers FC,14,16057,CM
Shonan Bellmare,20,16058,CB
Bohemian FC,16,16059,RDM
Western Sydney Wanderers,23,16060,ST
Guadalajara,35,16061,GK
Hamilton Academical FC,3,16062,LB
Cittadella,12,16063,GK
Atlanta United,28,16064,CM
Holstein Kiel,28,16065,ST
Club Tijuana,33,16066,LM
Lecce,2,16067,CB
Fiorentina,73,16068,RW
Trelleborgs FF,32,16069,GK
Chamois Niortais Football Club,30,16070,GK
Pescara,21,16071,GK
FC Hansa Rostock,26,16072,GK
Hallescher FC,18,16073,ST
SV Zulte-Waregem,62,16074,CB
Sarpsborg 08 FF,24,16075,LM
RC Strasbourg Alsace,37,16076,CB
PFC CSKA Moscow,22,16077,GK
V-Varen Nagasaki,37,16078,ST
Rosario Central,21,16079,RB
Dundee FC,3,16080,LB
Perth Glory,26,16081,LM
FC Zürich,99,16082,LW
Al Shabab,22,16083,GK
CD Huachipato,23,16084,LB
Unión Española,31,16085,LB
Chongqing Dangdai Lifan FC SWM Team,26,16086,RCB
Alianza Petrolera,32,16087,GK
HJK Helsinki,88,16088,GK
Shandong Luneng TaiShan FC,20,16089,GK
Burton Albion,9,16090,CAM
Club Atlético Huracán,14,16091,CDM
Atlético Tucumán,30,16092,ST
Piast Gliwice,29,16093,RM
Stade Brestois 29,12,16094,RM
Córdoba CF,26,16095,GK
Valenciennes FC,15,16096,LB
Nagoya Grampus,14,16097,LM
Ascoli,18,16098,CM
Nottingham Forest,43,16099,RW
Jagiellonia Bia?ystok,4,16100,CB
Lech Pozna?,8,16101,ST
Queens Park Rangers,18,16102,ST
Nagoya Grampus,21,16103,CAM
Clermont Foot 63,27,16104,ST
 SSV Jahn Regensburg,34,16105,ST
Brisbane Roar,26,16106,ST
IF Brommapojkarna,19,16107,LB
River Plate,36,16108,LB
Club Atlas,33,16109,ST
Huddersfield Town,46,16110,CM
Cittadella,25,16111,CM
Huddersfield Town,49,16112,ST
Macclesfield Town,18,16113,CDM
Belgrano de Córdoba,28,16114,ST
Puebla FC,30,16115,RW
Çaykur Rizespor,3,16116,CB
Independiente Santa Fe,27,16117,LB
Club Necaxa,20,16118,CDM
FC Hansa Rostock,14,16119,CM
KFC Uerdingen 05,36,16120,GK
Notts County,1,16121,GK
St. Patrick's Athletic,5,16122,LCB
FC Nordsjælland,19,16123,CM
LA Galaxy,21,16124,CB
Alanyaspor,82,16125,ST
Rosario Central,22,16126,CM
Incheon United FC,44,16127,CB
Brighton & Hove Albion,35,16128,CB
AJ Auxerre,24,16129,CB
Odense Boldklub,25,16130,ST
Sligo Rovers,33,16131,GK
IF Brommapojkarna,14,16132,RW
Borussia Dortmund,42,16133,RM
AS Nancy Lorraine,25,16134,LW
,2,16135,LB
IF Brommapojkarna,21,16136,CAM
CD Huachipato,24,16137,RCM
Rotherham United,25,16138,CAM
Gyeongnam FC,23,16139,LB
Górnik Zabrze,11,16140,LM
Hellas Verona,24,16141,CB
Changchun Yatai FC,19,16142,ST
Shanghai SIPG FC,17,16143,CDM
SC Freiburg,36,16144,LB
Paris FC,28,16145,ST
Wellington Phoenix,3,16146,LB
Kawasaki Frontale,17,16147,RB
San Jose Earthquakes,33,16148,RB
Cosenza,58,16149,RW
CD Huachipato,22,16150,GK
Doncaster Rovers,14,16151,ST
Pogo? Szczecin,27,16152,RM
Tianjin Quanjian FC,8,16153,CDM
Rayo Vallecano,31,16154,CB
Fulham,43,16155,RB
Rayo Vallecano,32,16156,LM
Paris FC,25,16157,LW
Newport County,20,16158,LB
Wolverhampton Wanderers,45,16159,ST
RB Leipzig,32,16160,GK
Al Faisaly,10,16161,CM
Brentford,39,16162,ST
Club Necaxa,22,16163,RM
Los Angeles FC,23,16164,GK
Guangzhou R&F; FC,17,16165,LB
Club Atlético Talleres,21,16166,LW
Al Ittihad,26,16167,RM
Zag??bie Sosnowiec,21,16168,CDM
Al Fayha,24,16169,LWB
VVV-Venlo,22,16170,GK
Vegalta Sendai,10,16171,CF
Unión La Calera,19,16172,ST
Deportes Iquique,36,16173,ST
FC Emmen,27,16174,LM
FC Thun,23,16175,CB
Dalian YiFang FC,1,16176,GK
St. Patrick's Athletic,30,16177,ST
Crawley Town,28,16178,LS
V-Varen Nagasaki,6,16179,CDM
Waterford FC,17,16180,LM
Lincoln City,21,16181,GK
Gillingham,25,16182,CAM
FC Tokyo,22,16183,CB
FC Carl Zeiss Jena,25,16184,CDM
Bohemian FC,27,16185,RM
Spezia,17,16186,ST
FC Lorient,35,16187,LB
Beijing Renhe FC,20,16188,RM
AS Béziers,3,16189,CB
Fulham,51,16190,ST
CD Lugo,26,16191,GK
Puebla FC,1,16192,GK
Crawley Town,3,16193,LB
Atlético Huila,32,16194,LB
Henan Jianye FC,7,16195,ST
FC Nordsjælland,22,16196,CM
Bournemouth,56,16197,ST
Bournemouth,60,16198,CM
Norwich City,41,16199,CB
FC Lorient,40,16200,GK
Club Necaxa,77,16201,LM
Hebei China Fortune FC,37,16202,LM
Shonan Bellmare,29,16203,LWB
Kristiansund BK,23,16204,GK
Club Atlas,22,16205,LM
Cork City,18,16206,ST
América de Cali,32,16207,LB
Deportivo Pasto,15,16208,CM
Al Hazem,6,16209,CDM
Accrington Stanley,18,16210,RB
Montreal Impact,28,16211,CM
Sanfrecce Hiroshima,32,16212,CM
Antalyaspor,31,16213,CM
Oxford United,30,16214,CM
Esbjerg fB,25,16215,RB
Arsenal,52,16216,RB
Hannover 96,16,16217,RM
IK Sirius,16,16218,LB
Fleetwood Town,30,16219,RM
Al Taawoun,32,16220,CB
Northampton Town,1,16221,GK
Hannover 96,38,16222,CAM
Jeonnam Dragons,21,16223,RM
Elche CF,29,16224,CM
Sparta Praha,29,16225,GK
Al Faisaly,2,16226,RB
FC Hansa Rostock,25,16227,GK
Angers SCO,14,16228,CAM
Palermo,26,16229,CM
Southend United,12,16230,ST
Hebei China Fortune FC,11,16231,ST
Wellington Phoenix,5,16232,CB
Lokomotiv Moscow,67,16233,LM
Paris FC,11,16234,RW
SV Mattersburg,22,16235,GK
Chamois Niortais Football Club,16,16236,GK
Colchester United,12,16237,RB
IF Brommapojkarna,1,16238,GK
Bradford City,11,16239,LB
Bradford City,39,16240,LDM
FK Bodø/Glimt,26,16241,RW
FC Admira Wacker Mödling,27,16242,RCB
Doncaster Rovers,28,16243,RB
Livingston FC,14,16244,CAM
Hull City,26,16245,CB
Piast Gliwice,18,16246,CDM
Vendsyssel FF,15,16247,RCB
VVV-Venlo,29,16248,CM
Hammarby IF,27,16249,GK
FC Energie Cottbus,29,16250,CB
Guangzhou R&F; FC,25,16251,GK
Júbilo Iwata,24,16252,LM
Club Deportes Temuco,28,16253,RW
VVV-Venlo,35,16254,CAM
Columbus Crew SC,30,16255,GK
Trelleborgs FF,2,16256,LB
Olympique de Marseille,32,16257,CB
Derry City,3,16258,LB
Club Necaxa,34,16259,RM
Ranheim Fotball,17,16260,CM
VfL Sportfreunde Lotte,26,16261,CB
FC Tokyo,40,16262,CM
St. Mirren,20,16263,ST
FC Emmen,1,16264,GK
,14,16265,CDM
FC Utrecht,31,16266,GK
Livorno,26,16267,CB
Stevenage,2,16268,RB
Ranheim Fotball,14,16269,ST
Pohang Steelers,41,16270,GK
AS Béziers,34,16271,CM
Júbilo Iwata,25,16272,LCB
Envigado FC,7,16273,LS
América de Cali,6,16274,CDM
SC Preußen Münster,32,16275,CF
Junior FC,22,16276,GK
Houston Dynamo,30,16277,CB
Jeonbuk Hyundai Motors,38,16278,CB
Borussia Dortmund,43,16279,ST
La Berrichonne de Châteauroux,2,16280,RB
FC Wacker Innsbruck,31,16281,CDM
Luton Town,21,16282,LB
Envigado FC,28,16283,RB
V-Varen Nagasaki,34,16284,CAM
Bradford City,17,16285,RM
RB Leipzig,37,16286,CB
Gimnasia y Esgrima La Plata,12,16287,GK
Bury,19,16288,CM
Dijon FCO,30,16289,GK
Bournemouth,57,16290,LM
Derby County,41,16291,CM
Cheltenham Town,4,16292,CB
Vegalta Sendai,33,16293,CB
La Berrichonne de Châteauroux,8,16294,CM
Al Faisaly,5,16295,CB
Al Faisaly,14,16296,CDM
US Cremonese,12,16297,GK
FC Lugano,95,16298,ST
La Equidad,13,16299,CB
Atlético Bucaramanga,27,16300,RM
Jeonnam Dragons,4,16301,CM
Stevenage,12,16302,LB
Al Hazem,24,16303,CAM
Accrington Stanley,25,16304,CB
Rosenborg BK,34,16305,ST
Atlético Bucaramanga,25,16306,LCB
Henan Jianye FC,19,16307,GK
IF Elfsborg,25,16308,ST
Tiburones Rojos de Veracruz,90,16309,RW
Exeter City,22,16310,GK
Le Havre AC,33,16311,CAM
Wigan Athletic,32,16312,RB
Unión de Santa Fe,24,16313,CB
Tiburones Rojos de Veracruz,32,16314,CM
Exeter City,17,16315,ST
Crystal Palace,35,16316,CB
Grasshopper Club Zürich,29,16317,CDM
SG Dynamo Dresden,15,16318,ST
Al Batin,21,16319,GK
Wycombe Wanderers,27,16320,CB
Itagüí Leones FC,30,16321,CB
1. FC Union Berlin,33,16322,CDM
West Ham United,39,16323,CB
Frosinone,14,16324,CF
Club Atlético Colón,4,16325,CDM
Al Batin,80,16326,ST
AC Ajaccio,30,16327,GK
Philadelphia Union,5,16328,RB
Rionegro Águilas,30,16329,GK
Boyacá Chicó FC,16,16330,RM
Dalian YiFang FC,13,16331,LCB
Atlanta United,29,16332,CAM
Tranmere Rovers,7,16333,RM
Atlanta United,23,16334,LM
Houston Dynamo,25,16335,CM
Hallescher FC,38,16336,GK
FC Lugano,7,16337,LB
Alanyaspor,47,16338,ST
Nagoya Grampus,47,16339,CF
Hallescher FC,15,16340,LM
Crewe Alexandra,20,16341,LM
Pogo? Szczecin,26,16342,GK
SPAL,17,16343,GK
Bray Wanderers,8,16344,LCM
Motherwell,35,16345,ST
Ettifaq FC,13,16346,LB
Newcastle United,60,16347,LM
Shamrock Rovers,27,16348,LM
IFK Norrköping,9,16349,LWB
CD Antofagasta,25,16350,GK
FC Midtjylland,29,16351,CM
Sligo Rovers,14,16352,LM
FC Midtjylland,30,16353,GK
Bray Wanderers,6,16354,RCM
Itagüí Leones FC,18,16355,LW
Piast Gliwice,99,16356,ST
Cardiff City,40,16357,ST
HJK Helsinki,14,16358,LCM
Atlético Huila,17,16359,ST
Huddersfield Town,50,16360,CB
Huddersfield Town,51,16361,LB
KV Kortrijk,12,16362,GK
Newcastle Jets,14,16363,ST
Club Atlético Huracán,29,16364,CDM
FC Sochaux-Montbéliard,25,16365,CB
Club Atlético Talleres,31,16366,CM
Bray Wanderers,3,16367,LWB
Molde FK,26,16368,GK
Crystal Palace,37,16369,CAM
Alanyaspor,46,16370,CM
De Graafschap,13,16371,GK
Al Qadisiyah,47,16372,RM
FC Sion,22,16373,ST
Henan Jianye FC,27,16374,LWB
Forest Green Rovers,13,16375,GK
Newport County,15,16376,RCM
Ranheim Fotball,12,16377,GK
Rionegro Águilas,16,16378,ST
Dalian YiFang FC,14,16379,ST
Morecambe,12,16380,ST
U.N.A.M.,20,16381,RB
Millwall,35,16382,CB
Carlisle United,14,16383,ST
FC St. Pauli,36,16384,LM
Wolfsberger AC,21,16385,LB
Burnley,35,16386,CB
Trelleborgs FF,17,16387,RCB
Vitesse,38,16388,CAM
Newell's Old Boys,38,16389,CM
Bray Wanderers,4,16390,RCB
Real Betis,37,16391,LW
Karlsruher SC,32,16392,ST
Oldham Athletic,18,16393,CB
Daegu FC,1,16394,GK
Rotherham United,30,16395,GK
Envigado FC,20,16396,LM
Newport County,42,16397,ST
FC Red Bull Salzburg,27,16398,CB
Millwall,37,16399,LM
Heracles Almelo,27,16400,CM
FC Groningen,45,16401,GK
Crewe Alexandra,30,16402,RB
Manchester City,72,16403,CM
IF Elfsborg,15,16404,CM
PEC Zwolle,17,16405,RM
Kawasaki Frontale,26,16406,LB
Melbourne Victory,16,16407,CM
Shonan Bellmare,11,16408,LB
1. FC Magdeburg,25,16409,ST
Monarcas Morelia,34,16410,RB
Stevenage,25,16411,RB
Monarcas Morelia,30,16412,RM
SC Paderborn 07,34,16413,GK
Ettifaq FC,35,16414,GK
Real Sociedad,31,16415,CAM
AFC Wimbledon,8,16416,CM
FC Sochaux-Montbéliard,29,16417,ST
Odds BK,16,16418,LCM
FC Sochaux-Montbéliard,15,16419,CB
Al Taawoun,35,16420,CAM
Club León,32,16421,CM
St. Patrick's Athletic,99,16422,ST
Girona FC,26,16423,LM
Sligo Rovers,21,16424,RCB
Sivasspor,41,16425,LM
Gillingham,19,16426,LB
Guizhou Hengfeng FC,28,16427,RM
Kasimpa?a SK,35,16428,CB
Macclesfield Town,5,16429,RCB
Hammarby IF,21,16430,LB
Eintracht Braunschweig,17,16431,ST
Hull City,21,16432,LB
Eintracht Braunschweig,38,16433,CDM
Shanghai SIPG FC,22,16434,GK
Portsmouth,35,16435,GK
Odense Boldklub,26,16436,ST
Mansfield Town,29,16437,ST
Górnik Zabrze,3,16438,RB
Wigan Athletic,37,16439,GK
Alianza Petrolera,29,16440,CAM
Unión Española,19,16441,CF
Sligo Rovers,3,16442,LB
GFC Ajaccio,16,16443,GK
Excelsior,32,16444,ST
Stevenage,15,16445,CB
Excelsior,35,16446,CAM
Gamba Osaka,31,16447,GK
Le Havre AC,23,16448,RB
Sligo Rovers,10,16449,ST
,,16450,
Morecambe,21,16451,GK
Huddersfield Town,31,16452,GK
FC Erzgebirge Aue,27,16453,LM
Puebla FC,13,16454,GK
Al Batin,15,16455,LM
Brentford,37,16456,CAM
Al Faisaly,15,16457,ST
Chongqing Dangdai Lifan FC SWM Team,25,16458,GK
Motherwell,28,16459,CAM
Kalmar FF,33,16460,RM
Ettifaq FC,88,16461,LM
Dundee FC,10,16462,LM
Wycombe Wanderers,25,16463,ST
Tranmere Rovers,22,16464,CM
Estudiantes de La Plata,20,16465,RB
Arka Gdynia,35,16466,CAM
Rayo Vallecano,30,16467,GK
Cork City,31,16468,RM
Sunderland,28,16469,GK
Livingston FC,11,16470,RM
Newcastle United,55,16471,ST
Southend United,13,16472,GK
Club Tijuana,35,16473,RB
Cambridge United,25,16474,CB
Shanghai SIPG FC,39,16475,RM
Al Raed,40,16476,RB
BK Häcken,16,16477,CB
CD Huachipato,3,16478,CB
Sheffield United,31,16479,GK
Perth Glory,20,16480,CM
Hobro IK,29,16481,ST
FC Hansa Rostock,19,16482,ST
Club Tijuana,34,16483,RW
Royal Excel Mouscron,26,16484,CM
Foggia,3,16485,LB
US Orléans Loiret Football,19,16486,CAM
América de Cali,31,16487,GK
Urawa Red Diamonds,26,16488,LB
Morecambe,11,16489,LM
Stabæk Fotball,23,16490,CM
Plymouth Argyle,29,16491,ST
Al Qadisiyah,14,16492,CM
FC St. Pauli,31,16493,CDM
Chongqing Dangdai Lifan FC SWM Team,18,16494,CB
Orlando City SC,6,16495,RM
Cracovia,3,16496,LB
Hamilton Academical FC,11,16497,RM
Trelleborgs FF,16,16498,LM
,4,16499,CB
Coventry City,25,16500,CM
Hallescher FC,28,16501,ST
Notts County,6,16502,CB
1. FC Heidenheim 1846,39,16503,GK
Lincoln City,12,16504,CM
Vélez Sarsfield,32,16505,LW
Burnley,49,16506,ST
FC Carl Zeiss Jena,6,16507,ST
Forest Green Rovers,24,16508,GK
Holstein Kiel,16,16509,LM
Esbjerg fB,1,16510,GK
Hebei China Fortune FC,26,16511,LB
Dynamo Kyiv,46,16512,CDM
Envigado FC,22,16513,LB
NAC Breda,32,16514,LB
Cork City,32,16515,CB
Oxford United,2,16516,RB
